"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"8/8/2021  20:20:00,000","  2116300000","-101,7","   6,7","-137,1"," -88,8","129",
"8/8/2021  20:20:00,000","  2116400000","-101,8","   6,2","-126,3"," -90,6","129",
"8/8/2021  20:20:00,000","  2116500000","-102,2","   5,7","-116,4"," -91,0","129",
"8/8/2021  20:20:00,000","  2116600000","-102,5","   6,6","-128,2"," -91,7","129",
"8/8/2021  20:20:00,000","  2116700000","-102,0","   6,3","-124,6"," -92,8","129",
"8/8/2021  20:20:00,000","  2116800000","-102,3","   6,0","-131,0"," -89,9","129",
"8/8/2021  20:20:00,000","  2116900000","-102,0","   5,7","-118,6"," -91,0","129",
"8/8/2021  20:20:00,000","  2117000000","-102,6","   6,9","-121,2"," -89,6","129",
"8/8/2021  20:20:00,000","  2117100000","-102,7","   6,6","-126,8"," -88,4","129",
"8/8/2021  20:20:00,000","  2117200000","-102,4","   5,6","-119,7"," -90,6","129",
"8/8/2021  20:20:00,000","  2117300000","-102,1","   6,3","-133,6"," -91,1","129",
"8/8/2021  20:20:00,000","  2117400000","-102,0","   6,2","-125,1"," -90,5","129",
"8/8/2021  20:20:00,000","  2117500000","-101,9","   6,8","-140,8"," -90,0","129",
"8/8/2021  20:20:00,000","  2117600000","-102,4","   6,6","-126,5"," -88,4","129",
"8/8/2021  20:20:00,000","  2117700000","-102,4","   6,5","-124,6"," -91,2","129",
"8/8/2021  20:20:00,000","  2117800000","-101,5","   5,3","-127,0"," -91,2","129",
"8/8/2021  20:20:00,000","  2117900000","-102,0","   6,2","-125,7"," -92,1","129",
"8/8/2021  20:20:00,000","  2118000000","-102,4","   6,3","-134,2"," -91,0","129",
"8/8/2021  20:20:00,000","  2118100000","-102,9","   6,8","-132,4"," -91,1","129",
"8/8/2021  20:20:00,000","  2118200000","-102,3","   6,4","-129,4"," -91,8","129",
"8/8/2021  20:20:00,000","  2118300000","-102,1","   6,3","-124,5"," -88,9","129",
"8/8/2021  20:20:00,000","  2118400000","-102,3","   6,4","-122,7"," -87,9","129",
"8/8/2021  20:20:00,000","  2118500000","-102,9","   7,1","-126,6"," -89,3","129",
"8/8/2021  20:20:00,000","  2118600000","-101,8","   5,9","-122,9"," -88,2","129",
"8/8/2021  20:20:00,000","  2118700000","-102,4","   6,8","-125,5"," -87,1","129",
"8/8/2021  20:20:00,000","  2118800000","-102,4","   5,5","-118,3"," -87,8","129",
"8/8/2021  20:20:00,000","  2118900000","-102,6","   5,5","-122,7"," -90,1","129",
"8/8/2021  20:20:00,000","  2119000000","-102,7","   6,0","-126,7"," -91,0","129",
"8/8/2021  20:20:00,000","  2119100000","-103,5","   6,8","-124,8"," -91,9","129",
"8/8/2021  20:20:00,000","  2119200000","-103,7","   5,7","-118,5"," -92,2","129",
"8/8/2021  20:20:00,000","  2119300000","-104,4","   5,5","-121,2"," -93,5","129",
"8/8/2021  20:20:00,000","  2119400000","-106,4","   5,5","-122,8"," -95,8","129",
"8/8/2021  20:20:00,000","  2119500000","-107,9","   6,6","-138,1"," -95,1","129",
"8/8/2021  20:20:00,000","  2119600000","-109,3","   5,6","-136,5"," -99,1","129",
"8/8/2021  20:20:00,000","  2119700000","-112,0","   5,5","-133,1","-101,9","129",
"8/8/2021  20:20:00,000","  2119800000","-112,7","   5,6","-134,4","-103,6","129",
"8/8/2021  20:20:00,000","  2119900000","-112,3","   6,2","-142,6","-101,0","129",
"8/8/2021  20:20:00,000","  2120000000","-111,5","   5,5","-127,9","-101,3","129",
"8/8/2021  20:20:00,000","  2120100000","-109,6","   5,5","-127,7"," -97,7","129",
"8/8/2021  20:20:00,000","  2120200000","-106,2","   6,5","-134,8"," -96,4","129",
"8/8/2021  20:20:00,000","  2120300000","-101,4","   5,9","-122,2"," -90,5","129",
"8/8/2021  20:20:00,000","  2120400000"," -97,9","   4,8","-112,4"," -88,1","129",
"8/8/2021  20:20:00,000","  2120500000"," -96,3","   5,4","-113,1"," -87,4","129",
"8/8/2021  20:20:00,000","  2120600000"," -95,8","   6,1","-115,4"," -85,5","129",
"8/8/2021  20:20:00,000","  2120700000"," -95,8","   5,9","-116,9"," -83,6","129",
"8/8/2021  20:20:00,000","  2120800000"," -95,5","   6,7","-120,8"," -83,9","129",
"8/8/2021  20:20:00,000","  2120900000"," -95,0","   6,1","-116,1"," -82,7","129",
"8/8/2021  20:20:00,000","  2121000000"," -94,8","   6,1","-119,5"," -83,8","129",
"8/8/2021  20:20:00,000","  2121100000"," -94,2","   5,3","-117,8"," -85,7","129",
"8/8/2021  20:20:00,000","  2121200000"," -94,6","   5,7","-122,3"," -83,3","129",
"8/8/2021  20:20:00,000","  2121300000"," -94,4","   6,7","-125,6"," -83,8","129",
"8/8/2021  20:20:00,000","  2121400000"," -94,8","   6,2","-119,8"," -83,9","129",
"8/8/2021  20:20:00,000","  2121500000"," -94,9","   5,9","-117,0"," -82,9","129",
"8/8/2021  20:20:00,000","  2121600000"," -95,3","   5,9","-117,3"," -83,2","129",
"8/8/2021  20:20:00,000","  2121700000"," -95,4","   5,6","-115,8"," -85,3","129",
"8/8/2021  20:20:00,000","  2121800000"," -95,2","   5,6","-115,0"," -84,5","129",
"8/8/2021  20:20:00,000","  2121900000"," -95,9","   6,0","-115,2"," -82,1","129",
"8/8/2021  20:20:00,000","  2122000000"," -96,1","   6,1","-128,9"," -84,5","129",
"8/8/2021  20:20:00,000","  2122100000"," -95,9","   5,5","-113,0"," -86,2","129",
"8/8/2021  20:20:00,000","  2122200000"," -96,4","   6,5","-119,0"," -85,8","129",
"8/8/2021  20:20:00,000","  2122300000"," -95,6","   5,2","-112,4"," -86,4","129",
"8/8/2021  20:20:00,000","  2122400000"," -96,3","   6,7","-117,9"," -85,2","129",
"8/8/2021  20:20:00,000","  2122500000"," -96,5","   6,0","-114,9"," -85,4","129",
"8/8/2021  20:20:00,000","  2122600000"," -95,8","   6,2","-119,5"," -84,6","129",
"8/8/2021  20:20:00,000","  2122700000"," -95,7","   6,0","-115,7"," -86,0","129",
"8/8/2021  20:20:00,000","  2122800000"," -95,6","   5,6","-112,4"," -85,1","129",
"8/8/2021  20:20:00,000","  2122900000"," -96,2","   5,4","-116,1"," -85,8","129",
"8/8/2021  20:20:00,000","  2123000000"," -97,3","   5,6","-113,0"," -86,6","129",
"8/8/2021  20:20:00,000","  2123100000"," -96,7","   6,7","-130,7"," -84,7","129",
"8/8/2021  20:20:00,000","  2123200000"," -97,0","   5,6","-119,0"," -86,7","129",
"8/8/2021  20:20:00,000","  2123300000"," -97,0","   6,7","-129,4"," -86,0","129",
"8/8/2021  20:20:00,000","  2123400000"," -96,8","   6,1","-117,3"," -84,8","129",
"8/8/2021  20:20:00,000","  2123500000"," -95,7","   5,3","-115,7"," -85,1","129",
"8/8/2021  20:20:00,000","  2123600000"," -95,7","   5,4","-111,8"," -86,1","129",
"8/8/2021  20:20:00,000","  2123700000"," -96,9","   6,3","-115,9"," -84,6","129",
"8/8/2021  20:20:00,000","  2123800000"," -96,7","   5,7","-115,4"," -83,4","129",
"8/8/2021  20:20:00,000","  2123900000"," -96,0","   5,1","-114,4"," -85,7","129",
"8/8/2021  20:20:00,000","  2124000000"," -97,1","   6,0","-114,0"," -85,2","129",
"8/8/2021  20:20:00,000","  2124100000"," -97,5","   6,4","-131,0"," -88,7","129",
"8/8/2021  20:20:00,000","  2124200000"," -98,2","   5,8","-119,2"," -88,6","129",
"8/8/2021  20:20:00,000","  2124300000"," -98,5","   5,4","-120,4"," -89,5","129",
"8/8/2021  20:20:00,000","  2124400000"," -99,4","   5,0","-119,7"," -91,2","129",
"8/8/2021  20:20:00,000","  2124500000","-102,3","   5,4","-119,7"," -90,8","129",
"8/8/2021  20:20:00,000","  2124600000","-106,5","   5,8","-124,4"," -95,0","129",
"8/8/2021  20:20:00,000","  2124700000","-110,4","   6,2","-139,1","-100,3","129",
"8/8/2021  20:20:00,000","  2124800000","-112,1","   5,5","-129,5","-102,4","129",
"8/8/2021  20:20:00,000","  2124900000","-112,1","   5,4","-132,8","-104,6","129",
"8/8/2021  20:20:00,000","  2125000000","-110,0","   5,1","-131,8"," -99,8","129",
"8/8/2021  20:20:00,000","  2125100000","-100,2","   6,5","-132,4"," -87,1","129",
"8/8/2021  20:20:00,000","  2125200000"," -91,8","   6,8","-109,4"," -76,3","129",
"8/8/2021  20:20:00,000","  2125300000"," -86,6","   5,8","-103,6"," -74,5","129",
"8/8/2021  20:20:00,000","  2125400000"," -83,8","   6,5","-110,4"," -73,4","129",
"8/8/2021  20:20:00,000","  2125500000"," -82,0","   7,1","-104,4"," -69,0","129",
"8/8/2021  20:20:00,000","  2125600000"," -80,1","   7,1","-102,3"," -66,3","129",
"8/8/2021  20:20:00,000","  2125700000"," -78,9","   6,4"," -95,2"," -65,3","129",
"8/8/2021  20:20:00,000","  2125800000"," -79,0","   6,3"," -98,4"," -64,5","129",
"8/8/2021  20:20:00,000","  2125900000"," -79,2","   7,2","-116,8"," -66,9","129",
"8/8/2021  20:20:00,000","  2126000000"," -78,8","   7,0","-102,1"," -65,5","129",
"8/8/2021  20:20:00,000","  2126100000"," -78,7","   6,5"," -96,3"," -63,3","129",
"8/8/2021  20:20:00,000","  2126200000"," -78,4","   7,1","-105,7"," -62,0","129",
"8/8/2021  20:20:00,000","  2126300000"," -77,5","   6,8","-103,4"," -61,9","129",
"8/8/2021  20:20:00,000","  2126400000"," -77,2","   6,5"," -95,8"," -63,5","129",
"8/8/2021  20:20:00,000","  2126500000"," -77,7","   6,5","-101,3"," -64,6","129",
"8/8/2021  20:20:00,000","  2126600000"," -78,5","   6,6","-106,6"," -65,2","129",
"8/8/2021  20:20:00,000","  2126700000"," -78,2","   6,7","-109,0"," -65,6","129",
"8/8/2021  20:20:00,000","  2126800000"," -79,0","   6,7","-102,8"," -65,0","129",
"8/8/2021  20:20:00,000","  2126900000"," -79,5","   7,8","-125,2"," -64,1","129",
"8/8/2021  20:20:00,000","  2127000000"," -78,9","   7,0","-102,3"," -64,4","129",
"8/8/2021  20:20:00,000","  2127100000"," -78,5","   6,9","-101,2"," -64,2","129",
"8/8/2021  20:20:00,000","  2127200000"," -78,3","   6,3"," -98,9"," -64,9","129",
"8/8/2021  20:20:00,000","  2127300000"," -77,9","   6,4"," -94,9"," -62,4","129",
"8/8/2021  20:20:00,000","  2127400000"," -77,9","   6,3","-105,4"," -60,8","129",
"8/8/2021  20:20:00,000","  2127500000"," -78,4","   7,2","-107,8"," -62,0","129",
"8/8/2021  20:20:00,000","  2127600000"," -78,0","   7,0","-105,4"," -63,3","129",
"8/8/2021  20:20:00,000","  2127700000"," -78,4","   7,7","-107,4"," -61,6","129",
"8/8/2021  20:20:00,000","  2127800000"," -78,5","   7,2"," -99,9"," -61,7","129",
"8/8/2021  20:20:00,000","  2127900000"," -78,4","   7,2","-118,7"," -63,4","129",
"8/8/2021  20:20:00,000","  2128000000"," -78,5","   6,2"," -97,2"," -67,2","129",
"8/8/2021  20:20:00,000","  2128100000"," -79,0","   6,5","-101,6"," -65,9","129",
"8/8/2021  20:20:00,000","  2128200000"," -78,4","   6,6","-102,2"," -64,5","129",
"8/8/2021  20:20:00,000","  2128300000"," -78,9","   6,9","-102,5"," -65,9","129",
"8/8/2021  20:20:00,000","  2128400000"," -78,6","   6,8"," -98,4"," -65,3","129",
"8/8/2021  20:20:00,000","  2128500000"," -78,7","   7,2"," -99,4"," -63,6","129",
"8/8/2021  20:20:00,000","  2128600000"," -78,6","   7,1"," -99,2"," -63,3","129",
"8/8/2021  20:20:00,000","  2128700000"," -78,4","   7,1","-104,3"," -62,2","129",
"8/8/2021  20:20:00,000","  2128800000"," -77,9","   6,7"," -98,6"," -62,0","129",
"8/8/2021  20:20:00,000","  2128900000"," -78,5","   7,1","-101,3"," -64,4","129",
"8/8/2021  20:20:00,000","  2129000000"," -78,6","   7,0","-101,3"," -64,4","129",
"8/8/2021  20:20:00,000","  2129100000"," -79,4","   7,2"," -99,9"," -64,0","129",
"8/8/2021  20:20:00,000","  2129200000"," -80,5","   5,9"," -97,6"," -68,3","129",
"8/8/2021  20:20:00,000","  2129300000"," -81,9","   6,2"," -99,6"," -70,5","129",
"8/8/2021  20:20:00,000","  2129400000"," -83,9","   7,2","-106,6"," -71,2","129",
"8/8/2021  20:20:00,000","  2129500000"," -86,2","   7,0","-112,3"," -72,1","129",
"8/8/2021  20:20:00,000","  2129600000"," -91,3","   6,9","-112,0"," -77,5","129",
"8/8/2021  20:20:00,000","  2129700000","-100,2","   6,4","-127,2"," -87,5","129",
"8/8/2021  20:20:00,000","  2129800000","-110,5","   5,4","-130,3","-100,8","129",
"8/8/2021  20:20:00,000","  2129900000","-113,6","   5,7","-130,9","-103,2","129",
"8/8/2021  20:20:00,000","  2130000000","-112,3","   5,4","-136,6","-105,2","129",
"8/8/2021  20:20:00,000","  2130100000","-112,5","   5,6","-140,0","-101,7","129",
"8/8/2021  20:20:00,000","  2130200000","-112,3","   6,8","-140,0","-100,6","129",
"8/8/2021  20:20:00,000","  2130300000","-102,1","   6,8","-119,8"," -89,3","129",
"8/8/2021  20:20:00,000","  2130400000"," -92,9","   7,9","-133,0"," -78,6","129",
"8/8/2021  20:20:00,000","  2130500000"," -87,6","   8,6","-127,4"," -71,7","129",
"8/8/2021  20:20:00,000","  2130600000"," -84,2","   8,4","-116,3"," -67,9","129",
"8/8/2021  20:20:00,000","  2130700000"," -82,0","   7,8","-106,9"," -66,2","129",
"8/8/2021  20:20:00,000","  2130800000"," -81,2","   8,0","-107,6"," -65,1","129",
"8/8/2021  20:20:00,000","  2130900000"," -80,3","   7,5","-103,9"," -65,6","129",
"8/8/2021  20:20:00,000","  2131000000"," -79,2","   7,2","-112,8"," -65,7","129",
"8/8/2021  20:20:00,000","  2131100000"," -78,8","   7,0","-103,3"," -65,4","129",
"8/8/2021  20:20:00,000","  2131200000"," -79,1","   6,8"," -98,5"," -65,2","129",
"8/8/2021  20:20:00,000","  2131300000"," -80,2","   7,2","-103,2"," -66,2","129",
"8/8/2021  20:20:00,000","  2131400000"," -80,7","   7,4","-114,8"," -67,5","129",
"8/8/2021  20:20:00,000","  2131500000"," -80,9","   7,8","-109,6"," -65,8","129",
"8/8/2021  20:20:00,000","  2131600000"," -80,5","   7,7","-101,3"," -65,6","129",
"8/8/2021  20:20:00,000","  2131700000"," -80,3","   7,6","-101,0"," -64,7","129",
"8/8/2021  20:20:00,000","  2131800000"," -80,8","   7,8","-109,2"," -66,0","129",
"8/8/2021  20:20:00,000","  2131900000"," -81,5","   7,9","-105,8"," -62,6","129",
"8/8/2021  20:20:00,000","  2132000000"," -80,8","   7,9","-105,5"," -64,7","129",
"8/8/2021  20:20:00,000","  2132100000"," -80,8","   8,4","-112,7"," -64,4","129",
"8/8/2021  20:20:00,000","  2132200000"," -80,4","   7,5","-108,1"," -65,5","129",
"8/8/2021  20:20:00,000","  2132300000"," -79,3","   6,9","-100,8"," -65,7","129",
"8/8/2021  20:20:00,000","  2132400000"," -80,1","   7,8","-104,7"," -64,8","129",
"8/8/2021  20:20:00,000","  2132500000"," -80,6","   8,4","-114,2"," -63,1","129",
"8/8/2021  20:20:00,000","  2132600000"," -79,9","   7,9","-115,1"," -62,0","129",
"8/8/2021  20:20:00,000","  2132700000"," -80,0","   7,9","-104,9"," -63,9","129",
"8/8/2021  20:20:00,000","  2132800000"," -78,8","   7,3"," -97,7"," -64,1","129",
"8/8/2021  20:20:00,000","  2132900000"," -78,8","   7,3","-105,4"," -65,5","129",
"8/8/2021  20:20:00,000","  2133000000"," -79,9","   7,9"," -98,9"," -63,7","129",
"8/8/2021  20:20:00,000","  2133100000"," -79,6","   8,0","-103,9"," -63,8","129",
"8/8/2021  20:20:00,000","  2133200000"," -80,1","   7,7","-104,9"," -65,2","129",
"8/8/2021  20:20:00,000","  2133300000"," -80,1","   7,7","-107,4"," -65,6","129",
"8/8/2021  20:20:00,000","  2133400000"," -79,8","   8,3","-105,6"," -64,7","129",
"8/8/2021  20:20:00,000","  2133500000"," -79,0","   7,9","-100,2"," -64,1","129",
"8/8/2021  20:20:00,000","  2133600000"," -79,4","   8,3","-113,0"," -66,6","129",
"8/8/2021  20:20:00,000","  2133700000"," -78,7","   7,2","-104,5"," -63,2","129",
"8/8/2021  20:20:00,000","  2133800000"," -78,9","   7,8","-110,5"," -62,9","129",
"8/8/2021  20:20:00,000","  2133900000"," -78,8","   7,5","-103,5"," -64,6","129",
"8/8/2021  20:20:00,000","  2134000000"," -79,7","   8,5","-128,4"," -63,0","129",
"8/8/2021  20:20:00,000","  2134100000"," -79,8","   8,0","-110,9"," -63,1","129",
"8/8/2021  20:20:00,000","  2134200000"," -80,1","   7,9","-104,5"," -65,1","129",
"8/8/2021  20:20:00,000","  2134300000"," -80,4","   7,6","-106,3"," -66,3","129",
"8/8/2021  20:20:00,000","  2134400000"," -80,9","   8,0","-106,0"," -65,4","129",
"8/8/2021  20:20:00,000","  2134500000"," -81,5","   7,7","-112,2"," -65,6","129",
"8/8/2021  20:20:00,000","  2134600000"," -83,4","   7,5","-108,0"," -67,4","129",
"8/8/2021  20:20:00,000","  2134700000"," -86,5","   7,5","-116,7"," -71,3","129",
"8/8/2021  20:20:00,000","  2134800000"," -92,3","   8,2","-124,4"," -77,2","129",
"8/8/2021  20:20:00,000","  2134900000","-100,3","   7,2","-125,0"," -86,3","129",
"8/8/2021  20:20:00,000","  2135000000","-109,8","   6,1","-137,6"," -97,3","129",
"8/8/2021  20:20:00,000","  2135100000","-111,9","   5,4","-139,6","-103,5","129",
"8/8/2021  20:20:00,000","  2135200000","-112,7","   5,8","-133,1","-102,5","129",
"8/8/2021  20:20:00,000","  2135300000","-112,3","   5,5","-131,9","-102,2","129",
"8/8/2021  20:20:00,000","  2135400000","-111,8","   5,6","-132,8","-101,3","129",
"8/8/2021  20:20:00,000","  2135500000","-111,0","   6,5","-136,7","-100,8","129",
"8/8/2021  20:20:00,000","  2135600000","-108,7","   5,0","-123,0"," -99,0","129",
"8/8/2021  20:20:00,000","  2135700000","-108,0","   5,2","-123,7"," -96,0","129",
"8/8/2021  20:20:00,000","  2135800000","-107,0","   5,1","-120,4"," -95,5","129",
"8/8/2021  20:20:00,000","  2135900000","-107,2","   6,3","-127,5"," -93,4","129",
"8/8/2021  20:20:00,000","  2136000000","-108,0","   5,9","-126,0"," -95,8","129",
"8/8/2021  20:20:00,000","  2136100000","-108,3","   5,3","-121,8"," -96,9","129",
"8/8/2021  20:20:00,000","  2136200000","-107,6","   5,2","-119,5"," -97,2","129",
"8/8/2021  20:20:00,000","  2136300000","-107,6","   5,9","-127,3"," -97,3","129",
"8/8/2021  20:20:00,000","  2136400000","-108,3","   5,5","-124,4"," -98,6","129",
"8/8/2021  20:20:00,000","  2136500000","-109,8","   5,7","-134,1"," -98,7","129",
"8/8/2021  20:20:00,000","  2136600000","-109,7","   5,4","-128,4","-100,0","129",
"8/8/2021  20:20:00,000","  2136700000","-109,0","   6,0","-132,9"," -98,5","129",
"8/8/2021  20:20:00,000","  2136800000","-107,8","   5,9","-129,6"," -96,3","129",
"8/8/2021  20:20:00,000","  2136900000","-108,7","   5,8","-126,1"," -97,7","129",
"8/8/2021  20:20:00,000","  2137000000","-109,9","   6,0","-134,2"," -98,4","129",
"8/8/2021  20:20:00,000","  2137100000","-110,0","   5,9","-128,8"," -97,0","129",
"8/8/2021  20:20:00,000","  2137200000","-107,7","   5,2","-129,4"," -94,0","129",
"8/8/2021  20:20:00,000","  2137300000","-107,4","   6,1","-136,6"," -96,8","129",
"8/8/2021  20:20:00,000","  2137400000","-108,5","   5,7","-130,5"," -98,0","129",
"8/8/2021  20:20:00,000","  2137500000","-109,9","   5,6","-133,9","-101,6","129",
"8/8/2021  20:20:00,000","  2137600000","-110,5","   4,9","-125,4","-101,2","129",
"8/8/2021  20:20:00,000","  2137700000","-111,0","   6,1","-133,6"," -98,4","129",
"8/8/2021  20:20:00,000","  2137800000","-110,3","   5,2","-124,5"," -99,3","129",
"8/8/2021  20:20:00,000","  2137900000","-110,2","   5,1","-128,0","-100,4","129",
"8/8/2021  20:20:00,000","  2138000000","-110,8","   5,7","-129,6","-100,0","129",
"8/8/2021  20:20:00,000","  2138100000","-110,5","   6,0","-136,6","-100,4","129",
"8/8/2021  20:20:00,000","  2138200000","-110,3","   6,1","-137,0"," -98,7","129",
"8/8/2021  20:20:00,000","  2138300000","-110,7","   6,1","-138,8"," -96,7","129",
"8/8/2021  20:20:00,000","  2138400000","-110,6","   6,3","-132,3"," -98,7","129",
"8/8/2021  20:20:00,000","  2138500000","-110,4","   5,4","-129,4","-100,5","129",
"8/8/2021  20:20:00,000","  2138600000","-110,6","   5,2","-126,4","-102,0","129",
"8/8/2021  20:20:00,000","  2138700000","-110,5","   5,2","-127,3","-100,7","129",
"8/8/2021  20:20:00,000","  2138800000","-110,1","   5,2","-129,7"," -98,4","129",
"8/8/2021  20:20:00,000","  2138900000","-110,4","   6,1","-128,1"," -98,1","129",
"8/8/2021  20:20:00,000","  2139000000","-110,6","   5,5","-130,6","-101,3","129",
"8/8/2021  20:20:00,000","  2139100000","-111,0","   5,2","-129,0","-100,5","129",
"8/8/2021  20:20:00,000","  2139200000","-111,3","   4,7","-124,8","-101,2","129",
"8/8/2021  20:20:00,000","  2139300000","-111,5","   5,0","-131,8","-102,6","129",
"8/8/2021  20:20:00,000","  2139400000","-111,2","   4,9","-127,1"," -99,9","129",
"8/8/2021  20:20:00,000","  2139500000","-111,5","   5,9","-132,0","-101,2","129",
"8/8/2021  20:20:00,000","  2139600000","-111,2","   5,6","-135,0","-102,0","129",
"8/8/2021  20:20:00,000","  2139700000","-111,8","   5,6","-130,2","-103,7","129",
"8/8/2021  20:20:00,000","  2139800000","-112,2","   5,1","-124,8","-103,5","129",
"8/8/2021  20:20:00,000","  2139900000","-112,1","   5,1","-138,3","-104,3","129",
"8/8/2021  20:20:00,000","  2140000000","-112,0","   4,9","-126,9","-102,4","129",
"8/8/2021  20:20:00,000","  2140100000","-111,5","   5,8","-133,8","-100,8","129",
"8/8/2021  20:20:00,000","  2140200000","-109,4","   5,7","-129,8"," -97,0","129",
"8/8/2021  20:20:00,000","  2140300000","-107,2","   5,2","-122,1"," -95,4","129",
"8/8/2021  20:20:00,000","  2140400000","-106,2","   6,1","-124,8"," -93,2","129",
