"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"8/8/2021  20:25:00,000","  2139900000","-111,6","   5,5","-127,6","-103,0","120",
"8/8/2021  20:25:00,000","  2140000000","-111,9","   6,0","-134,6","-102,5","120",
"8/8/2021  20:25:00,000","  2140100000","-110,2","   5,0","-128,1","-102,7","120",
"8/8/2021  20:25:00,000","  2140200000","-108,9","   5,3","-124,8"," -99,2","120",
"8/8/2021  20:25:00,000","  2140300000","-107,5","   7,4","-146,3"," -94,4","120",
"8/8/2021  20:25:00,000","  2140400000","-105,4","   6,9","-129,4"," -92,2","120",
"8/8/2021  20:25:00,000","  2140500000","-104,6","   7,0","-126,3"," -92,1","120",
"8/8/2021  20:25:00,000","  2140600000","-104,0","   5,6","-120,6"," -92,3","120",
"8/8/2021  20:25:00,000","  2140700000","-103,6","   6,2","-123,4"," -92,5","120",
"8/8/2021  20:25:00,000","  2140800000","-101,3","   5,0","-116,6"," -90,5","120",
"8/8/2021  20:25:00,000","  2140900000","-101,1","   5,9","-122,7"," -89,6","120",
"8/8/2021  20:25:00,000","  2141000000","-101,4","   6,2","-118,2"," -90,2","120",
"8/8/2021  20:25:00,000","  2141100000","-101,0","   6,5","-124,1"," -88,5","120",
"8/8/2021  20:25:00,000","  2141200000","-100,6","   6,8","-120,1"," -88,4","120",
"8/8/2021  20:25:00,000","  2141300000"," -99,4","   5,9","-113,5"," -87,8","120",
"8/8/2021  20:25:00,000","  2141400000"," -99,3","   5,6","-114,4"," -88,2","120",
"8/8/2021  20:25:00,000","  2141500000","-100,3","   6,4","-119,7"," -87,6","120",
"8/8/2021  20:25:00,000","  2141600000","-100,1","   7,0","-122,6"," -86,2","120",
"8/8/2021  20:25:00,000","  2141700000"," -99,6","   7,3","-128,8"," -87,9","120",
"8/8/2021  20:25:00,000","  2141800000"," -98,9","   6,8","-122,0"," -85,3","120",
"8/8/2021  20:25:00,000","  2141900000"," -99,0","   5,8","-116,1"," -84,8","120",
"8/8/2021  20:25:00,000","  2142000000","-101,0","   6,7","-130,0"," -86,2","120",
"8/8/2021  20:25:00,000","  2142100000","-101,3","   6,0","-116,2"," -88,8","120",
"8/8/2021  20:25:00,000","  2142200000","-101,1","   5,7","-118,5"," -90,3","120",
"8/8/2021  20:25:00,000","  2142300000","-101,9","   6,0","-121,6"," -91,7","120",
"8/8/2021  20:25:00,000","  2142400000","-101,6","   6,3","-119,8"," -90,1","120",
"8/8/2021  20:25:00,000","  2142500000","-101,4","   6,7","-125,2"," -89,2","120",
"8/8/2021  20:25:00,000","  2142600000","-101,8","   6,3","-120,9"," -88,7","120",
"8/8/2021  20:25:00,000","  2142700000","-101,4","   6,2","-117,3"," -87,4","120",
"8/8/2021  20:25:00,000","  2142800000","-100,7","   5,8","-115,0"," -88,0","120",
"8/8/2021  20:25:00,000","  2142900000","-101,7","   6,8","-125,0"," -87,4","120",
"8/8/2021  20:25:00,000","  2143000000","-102,2","   7,0","-126,6"," -88,7","120",
"8/8/2021  20:25:00,000","  2143100000","-101,4","   6,2","-119,9"," -89,4","120",
"8/8/2021  20:25:00,000","  2143200000","-101,2","   5,7","-119,5"," -90,1","120",
"8/8/2021  20:25:00,000","  2143300000","-102,0","   6,4","-122,8"," -89,1","120",
"8/8/2021  20:25:00,000","  2143400000","-101,4","   6,0","-120,7"," -90,0","120",
"8/8/2021  20:25:00,000","  2143500000","-100,6","   6,0","-119,9"," -85,2","120",
"8/8/2021  20:25:00,000","  2143600000","-101,3","   6,9","-128,9"," -85,3","120",
"8/8/2021  20:25:00,000","  2143700000","-100,5","   6,6","-134,0"," -87,2","120",
"8/8/2021  20:25:00,000","  2143800000","-100,8","   6,7","-119,5"," -87,8","120",
"8/8/2021  20:25:00,000","  2143900000","-101,5","   6,4","-126,3"," -89,4","120",
"8/8/2021  20:25:00,000","  2144000000","-102,2","   6,0","-126,4"," -91,4","120",
"8/8/2021  20:25:00,000","  2144100000","-103,0","   6,1","-124,6"," -93,9","120",
"8/8/2021  20:25:00,000","  2144200000","-104,0","   7,1","-132,7"," -90,1","120",
"8/8/2021  20:25:00,000","  2144300000","-104,1","   6,5","-129,3"," -91,3","120",
"8/8/2021  20:25:00,000","  2144400000","-105,8","   5,9","-129,6"," -96,3","120",
"8/8/2021  20:25:00,000","  2144500000","-108,2","   5,7","-125,0"," -97,4","120",
"8/8/2021  20:25:00,000","  2144600000","-110,1","   6,0","-130,3","-100,1","120",
"8/8/2021  20:25:00,000","  2144700000","-111,5","   5,5","-138,3","-102,0","120",
"8/8/2021  20:25:00,000","  2144800000","-112,6","   5,8","-134,6","-100,9","120",
"8/8/2021  20:25:00,000","  2144900000","-113,1","   6,6","-133,3","-102,5","120",
"8/8/2021  20:25:00,000","  2145000000","-112,1","   5,5","-133,1","-103,7","120",
"8/8/2021  20:25:00,000","  2145100000","-112,4","   6,0","-143,6","-101,6","120",
"8/8/2021  20:25:00,000","  2145200000","-112,3","   6,4","-137,5","-102,0","120",
"8/8/2021  20:25:00,000","  2145300000","-111,4","   5,7","-132,9","-102,8","120",
"8/8/2021  20:25:00,000","  2145400000","-105,8","   5,0","-119,8"," -95,2","120",
"8/8/2021  20:25:00,000","  2145500000"," -98,9","   5,8","-122,2"," -86,1","120",
"8/8/2021  20:25:00,000","  2145600000"," -94,0","   6,4","-120,9"," -82,7","120",
"8/8/2021  20:25:00,000","  2145700000"," -91,6","   6,3","-106,8"," -78,8","120",
"8/8/2021  20:25:00,000","  2145800000"," -90,7","   6,9","-130,2"," -77,4","120",
"8/8/2021  20:25:00,000","  2145900000"," -89,8","   5,7","-108,6"," -77,4","120",
"8/8/2021  20:25:00,000","  2146000000"," -90,0","   6,5","-109,6"," -77,6","120",
"8/8/2021  20:25:00,000","  2146100000"," -90,3","   6,4","-112,1"," -78,6","120",
"8/8/2021  20:25:00,000","  2146200000"," -89,6","   5,6","-104,7"," -77,6","120",
"8/8/2021  20:25:00,000","  2146300000"," -89,3","   5,5","-111,4"," -78,7","120",
"8/8/2021  20:25:00,000","  2146400000"," -89,4","   5,6","-108,6"," -79,4","120",
"8/8/2021  20:25:00,000","  2146500000"," -89,3","   5,9","-107,1"," -78,3","120",
"8/8/2021  20:25:00,000","  2146600000"," -88,7","   4,8","-102,5"," -78,0","120",
"8/8/2021  20:25:00,000","  2146700000"," -88,8","   5,7","-106,9"," -77,0","120",
"8/8/2021  20:25:00,000","  2146800000"," -89,5","   7,2","-114,1"," -77,2","120",
"8/8/2021  20:25:00,000","  2146900000"," -88,6","   6,3","-110,7"," -75,0","120",
"8/8/2021  20:25:00,000","  2147000000"," -88,5","   6,6","-112,9"," -74,8","120",
"8/8/2021  20:25:00,000","  2147100000"," -88,2","   6,3","-112,1"," -76,5","120",
"8/8/2021  20:25:00,000","  2147200000"," -88,0","   6,2","-105,9"," -75,6","120",
"8/8/2021  20:25:00,000","  2147300000"," -88,0","   6,4","-109,2"," -74,8","120",
"8/8/2021  20:25:00,000","  2147400000"," -88,3","   6,4","-118,0"," -76,0","120",
"8/8/2021  20:25:00,000","  2147500000"," -88,3","   6,4","-123,1"," -75,8","120",
"8/8/2021  20:25:00,000","  2147600000"," -88,5","   5,8","-106,9"," -78,2","120",
"8/8/2021  20:25:00,000","  2147700000"," -88,5","   5,5","-104,1"," -77,0","120",
"8/8/2021  20:25:00,000","  2147800000"," -88,9","   6,5","-110,0"," -77,2","120",
"8/8/2021  20:25:00,000","  2147900000"," -88,2","   6,4","-111,2"," -76,6","120",
"8/8/2021  20:25:00,000","  2148000000"," -88,3","   6,7","-109,9"," -76,5","120",
"8/8/2021  20:25:00,000","  2148100000"," -88,0","   5,8","-101,8"," -75,1","120",
"8/8/2021  20:25:00,000","  2148200000"," -88,7","   5,9","-109,4"," -75,7","120",
"8/8/2021  20:25:00,000","  2148300000"," -88,9","   5,8","-109,4"," -75,1","120",
"8/8/2021  20:25:00,000","  2148400000"," -89,5","   6,3","-105,0"," -74,1","120",
"8/8/2021  20:25:00,000","  2148500000"," -89,0","   6,3","-105,7"," -72,3","120",
"8/8/2021  20:25:00,000","  2148600000"," -89,2","   6,4","-122,4"," -72,7","120",
"8/8/2021  20:25:00,000","  2148700000"," -89,6","   6,5","-111,7"," -77,2","120",
"8/8/2021  20:25:00,000","  2148800000"," -89,6","   6,5","-111,5"," -78,1","120",
"8/8/2021  20:25:00,000","  2148900000"," -89,4","   6,5","-112,0"," -76,2","120",
"8/8/2021  20:25:00,000","  2149000000"," -89,1","   6,2","-109,7"," -77,0","120",
"8/8/2021  20:25:00,000","  2149100000"," -89,6","   6,1","-113,5"," -77,8","120",
"8/8/2021  20:25:00,000","  2149200000"," -89,6","   5,9","-103,8"," -76,3","120",
"8/8/2021  20:25:00,000","  2149300000"," -89,9","   6,6","-116,9"," -78,4","120",
"8/8/2021  20:25:00,000","  2149400000"," -90,3","   7,0","-117,3"," -75,7","120",
"8/8/2021  20:25:00,000","  2149500000"," -90,9","   6,2","-115,1"," -78,3","120",
"8/8/2021  20:25:00,000","  2149600000"," -94,6","   5,7","-111,8"," -83,2","120",
"8/8/2021  20:25:00,000","  2149700000","-100,2","   6,0","-124,5"," -89,8","120",
"8/8/2021  20:25:00,000","  2149800000","-107,2","   4,9","-120,8"," -95,1","120",
"8/8/2021  20:25:00,000","  2149900000","-111,7","   5,0","-125,3","-102,0","120",
"8/8/2021  20:25:00,000","  2150000000","-112,8","   5,3","-131,8","-103,5","120",
"8/8/2021  20:25:00,000","  2150100000","-113,6","   5,5","-133,1","-103,4","120",
"8/8/2021  20:25:00,000","  2150200000","-114,0","   5,8","-133,2","-105,4","120",
"8/8/2021  20:25:00,000","  2150300000","-112,3","   5,3","-127,0","-102,3","120",
"8/8/2021  20:25:00,000","  2150400000","-108,0","   5,2","-124,3"," -99,8","120",
"8/8/2021  20:25:00,000","  2150500000","-101,6","   5,1","-117,8"," -92,2","120",
"8/8/2021  20:25:00,000","  2150600000"," -97,7","   6,4","-115,1"," -86,4","120",
"8/8/2021  20:25:00,000","  2150700000"," -93,8","   7,0","-115,5"," -81,6","120",
"8/8/2021  20:25:00,000","  2150800000"," -91,3","   5,9","-111,8"," -79,1","120",
"8/8/2021  20:25:00,000","  2150900000"," -90,8","   6,2","-107,3"," -79,8","120",
"8/8/2021  20:25:00,000","  2151000000"," -91,2","   5,6","-108,3"," -79,9","120",
"8/8/2021  20:25:00,000","  2151100000"," -92,1","   7,0","-117,8"," -79,7","120",
"8/8/2021  20:25:00,000","  2151200000"," -91,9","   7,3","-128,9"," -79,5","120",
"8/8/2021  20:25:00,000","  2151300000"," -91,7","   5,6","-109,7"," -80,8","120",
"8/8/2021  20:25:00,000","  2151400000"," -92,2","   6,2","-111,5"," -82,1","120",
"8/8/2021  20:25:00,000","  2151500000"," -91,9","   5,9","-113,4"," -80,0","120",
"8/8/2021  20:25:00,000","  2151600000"," -91,7","   6,5","-127,6"," -80,3","120",
"8/8/2021  20:25:00,000","  2151700000"," -90,6","   5,4","-108,7"," -78,0","120",
"8/8/2021  20:25:00,000","  2151800000"," -91,0","   6,0","-118,4"," -80,0","120",
"8/8/2021  20:25:00,000","  2151900000"," -91,3","   5,6","-109,5"," -79,0","120",
"8/8/2021  20:25:00,000","  2152000000"," -92,2","   6,6","-116,7"," -80,2","120",
"8/8/2021  20:25:00,000","  2152100000"," -92,2","   6,4","-108,1"," -77,0","120",
"8/8/2021  20:25:00,000","  2152200000"," -91,3","   5,9","-110,3"," -77,1","120",
"8/8/2021  20:25:00,000","  2152300000"," -91,3","   6,8","-131,3"," -78,8","120",
"8/8/2021  20:25:00,000","  2152400000"," -91,3","   6,1","-118,4"," -78,9","120",
"8/8/2021  20:25:00,000","  2152500000"," -91,5","   6,5","-110,6"," -77,0","120",
"8/8/2021  20:25:00,000","  2152600000"," -91,2","   6,3","-111,0"," -79,8","120",
"8/8/2021  20:25:00,000","  2152700000"," -91,2","   5,6","-109,1"," -78,6","120",
"8/8/2021  20:25:00,000","  2152800000"," -90,1","   5,5","-105,1"," -78,8","120",
"8/8/2021  20:25:00,000","  2152900000"," -89,3","   5,5","-107,2"," -76,5","120",
"8/8/2021  20:25:00,000","  2153000000"," -90,0","   6,2","-110,7"," -79,1","120",
"8/8/2021  20:25:00,000","  2153100000"," -90,5","   5,5","-107,5"," -79,8","120",
"8/8/2021  20:25:00,000","  2153200000"," -91,0","   7,6","-133,0"," -77,3","120",
"8/8/2021  20:25:00,000","  2153300000"," -90,3","   6,5","-114,2"," -75,0","120",
"8/8/2021  20:25:00,000","  2153400000"," -90,9","   6,7","-120,1"," -75,4","120",
"8/8/2021  20:25:00,000","  2153500000"," -89,7","   6,0","-110,0"," -77,6","120",
"8/8/2021  20:25:00,000","  2153600000"," -90,1","   6,4","-109,0"," -78,3","120",
"8/8/2021  20:25:00,000","  2153700000"," -90,7","   6,8","-115,0"," -79,7","120",
"8/8/2021  20:25:00,000","  2153800000"," -90,9","   5,5","-106,9"," -78,4","120",
"8/8/2021  20:25:00,000","  2153900000"," -90,8","   6,2","-119,1"," -79,7","120",
"8/8/2021  20:25:00,000","  2154000000"," -90,9","   6,7","-120,0"," -77,8","120",
"8/8/2021  20:25:00,000","  2154100000"," -90,8","   6,2","-117,6"," -78,7","120",
"8/8/2021  20:25:00,000","  2154200000"," -90,7","   5,5","-107,1"," -81,7","120",
"8/8/2021  20:25:00,000","  2154300000"," -90,8","   5,5","-112,0"," -80,2","120",
"8/8/2021  20:25:00,000","  2154400000"," -92,0","   5,4","-108,3"," -81,8","120",
"8/8/2021  20:25:00,000","  2154500000"," -94,0","   6,1","-113,9"," -83,8","120",
"8/8/2021  20:25:00,000","  2154600000"," -96,3","   5,9","-119,2"," -85,8","120",
"8/8/2021  20:25:00,000","  2154700000","-101,4","   6,2","-133,2"," -88,1","120",
"8/8/2021  20:25:00,000","  2154800000","-107,4","   5,4","-121,8"," -96,6","120",
"8/8/2021  20:25:00,000","  2154900000","-111,8","   5,8","-127,4","-101,5","120",
"8/8/2021  20:25:00,000","  2155000000","-111,6","   5,0","-127,2","-102,1","120",
"8/8/2021  20:25:00,000","  2155100000","-106,7","   5,6","-131,1"," -94,9","120",
"8/8/2021  20:25:00,000","  2155200000","-101,0","   5,6","-124,2"," -90,3","120",
"8/8/2021  20:25:00,000","  2155300000"," -97,7","   5,1","-113,7"," -86,0","120",
"8/8/2021  20:25:00,000","  2155400000"," -95,7","   5,5","-114,4"," -84,5","120",
"8/8/2021  20:25:00,000","  2155500000"," -94,0","   6,2","-114,8"," -82,7","120",
"8/8/2021  20:25:00,000","  2155600000"," -92,5","   5,6","-108,9"," -82,5","120",
"8/8/2021  20:25:00,000","  2155700000"," -92,2","   5,7","-115,4"," -83,9","120",
"8/8/2021  20:25:00,000","  2155800000"," -92,4","   7,0","-123,1"," -80,6","120",
"8/8/2021  20:25:00,000","  2155900000"," -91,8","   6,3","-113,1"," -78,0","120",
"8/8/2021  20:25:00,000","  2156000000"," -90,8","   5,0","-105,6"," -82,0","120",
"8/8/2021  20:25:00,000","  2156100000"," -91,4","   5,9","-111,4"," -79,6","120",
"8/8/2021  20:25:00,000","  2156200000"," -91,6","   5,4","-110,3"," -81,9","120",
"8/8/2021  20:25:00,000","  2156300000"," -91,5","   4,9","-109,3"," -82,0","120",
"8/8/2021  20:25:00,000","  2156400000"," -91,5","   5,2","-112,9"," -82,9","120",
"8/8/2021  20:25:00,000","  2156500000"," -92,5","   6,4","-117,7"," -81,7","120",
"8/8/2021  20:25:00,000","  2156600000"," -92,2","   5,6","-114,4"," -80,5","120",
"8/8/2021  20:25:00,000","  2156700000"," -92,2","   6,0","-113,8"," -81,3","120",
"8/8/2021  20:25:00,000","  2156800000"," -92,3","   5,9","-112,5"," -80,8","120",
"8/8/2021  20:25:00,000","  2156900000"," -92,4","   5,9","-108,9"," -81,8","120",
"8/8/2021  20:25:00,000","  2157000000"," -92,4","   5,6","-110,6"," -82,6","120",
"8/8/2021  20:25:00,000","  2157100000"," -91,7","   5,4","-110,5"," -81,5","120",
"8/8/2021  20:25:00,000","  2157200000"," -91,4","   5,3","-107,6"," -81,7","120",
"8/8/2021  20:25:00,000","  2157300000"," -91,6","   5,6","-113,1"," -83,4","120",
"8/8/2021  20:25:00,000","  2157400000"," -92,0","   5,6","-107,8"," -82,5","120",
"8/8/2021  20:25:00,000","  2157500000"," -92,4","   5,8","-110,4"," -81,5","120",
"8/8/2021  20:25:00,000","  2157600000"," -92,3","   6,3","-112,9"," -79,8","120",
"8/8/2021  20:25:00,000","  2157700000"," -92,4","   7,6","-139,2"," -80,1","120",
"8/8/2021  20:25:00,000","  2157800000"," -92,5","   5,6","-107,0"," -82,4","120",
"8/8/2021  20:25:00,000","  2157900000"," -92,4","   5,8","-111,4"," -82,0","120",
"8/8/2021  20:25:00,000","  2158000000"," -91,8","   5,7","-120,9"," -82,0","120",
"8/8/2021  20:25:00,000","  2158100000"," -91,9","   5,8","-110,5"," -81,8","120",
"8/8/2021  20:25:00,000","  2158200000"," -92,0","   6,5","-128,6"," -82,3","120",
"8/8/2021  20:25:00,000","  2158300000"," -92,3","   5,5","-111,1"," -82,5","120",
"8/8/2021  20:25:00,000","  2158400000"," -92,6","   6,2","-118,7"," -83,2","120",
"8/8/2021  20:25:00,000","  2158500000"," -92,7","   6,9","-135,7"," -79,5","120",
"8/8/2021  20:25:00,000","  2158600000"," -92,6","   5,7","-114,2"," -79,1","120",
"8/8/2021  20:25:00,000","  2158700000"," -92,6","   6,3","-115,7"," -80,2","120",
"8/8/2021  20:25:00,000","  2158800000"," -92,3","   5,6","-112,4"," -80,5","120",
"8/8/2021  20:25:00,000","  2158900000"," -91,7","   5,1","-109,7"," -79,6","120",
"8/8/2021  20:25:00,000","  2159000000"," -91,4","   5,8","-110,5"," -79,6","120",
"8/8/2021  20:25:00,000","  2159100000"," -92,2","   5,9","-115,7"," -81,2","120",
"8/8/2021  20:25:00,000","  2159200000"," -94,0","   5,8","-109,4"," -82,8","120",
"8/8/2021  20:25:00,000","  2159300000"," -94,4","   5,8","-118,0"," -81,7","120",
"8/8/2021  20:25:00,000","  2159400000"," -95,3","   5,9","-119,4"," -83,0","120",
"8/8/2021  20:25:00,000","  2159500000"," -97,5","   4,6","-112,0"," -88,0","120",
"8/8/2021  20:25:00,000","  2159600000","-102,4","   6,4","-135,7"," -90,2","120",
"8/8/2021  20:25:00,000","  2159700000","-107,8","   6,1","-129,1"," -96,2","120",
"8/8/2021  20:25:00,000","  2159800000","-111,3","   5,6","-130,4","-102,8","120",
"8/8/2021  20:25:00,000","  2159900000","-109,2","   5,4","-127,9","-100,1","120",
"8/8/2021  20:25:00,000","  2160000000","-104,2","   5,6","-122,6"," -94,8","120",
"8/8/2021  20:25:00,000","  2160100000","-101,3","   6,9","-137,5"," -86,9","120",
"8/8/2021  20:25:00,000","  2160200000"," -99,0","   6,1","-123,5"," -85,4","120",
"8/8/2021  20:25:00,000","  2160300000"," -97,7","   6,8","-119,9"," -85,4","120",
"8/8/2021  20:25:00,000","  2160400000"," -95,9","   6,4","-116,8"," -85,5","120",
"8/8/2021  20:25:00,000","  2160500000"," -95,1","   6,4","-117,0"," -84,0","120",
"8/8/2021  20:25:00,000","  2160600000"," -94,2","   5,8","-109,8"," -82,3","120",
"8/8/2021  20:25:00,000","  2160700000"," -93,9","   5,8","-111,0"," -81,5","120",
"8/8/2021  20:25:00,000","  2160800000"," -94,4","   6,1","-112,7"," -82,2","120",
"8/8/2021  20:25:00,000","  2160900000"," -94,5","   6,2","-118,3"," -82,6","120",
"8/8/2021  20:25:00,000","  2161000000"," -94,2","   6,2","-115,4"," -82,6","120",
"8/8/2021  20:25:00,000","  2161100000"," -95,3","   6,6","-115,4"," -82,0","120",
"8/8/2021  20:25:00,000","  2161200000"," -94,8","   6,9","-121,1"," -81,1","120",
"8/8/2021  20:25:00,000","  2161300000"," -94,9","   6,1","-110,5"," -82,1","120",
"8/8/2021  20:25:00,000","  2161400000"," -95,0","   6,0","-110,7"," -82,9","120",
"8/8/2021  20:25:00,000","  2161500000"," -94,4","   5,8","-112,7"," -82,1","120",
"8/8/2021  20:25:00,000","  2161600000"," -93,6","   6,0","-116,8"," -79,9","120",
"8/8/2021  20:25:00,000","  2161700000"," -94,1","   7,0","-121,0"," -82,3","120",
"8/8/2021  20:25:00,000","  2161800000"," -94,1","   7,1","-117,9"," -82,0","120",
"8/8/2021  20:25:00,000","  2161900000"," -94,4","   6,5","-120,5"," -81,2","120",
"8/8/2021  20:25:00,000","  2162000000"," -95,0","   6,3","-113,7"," -81,2","120",
"8/8/2021  20:25:00,000","  2162100000"," -94,5","   6,4","-116,1"," -82,2","120",
"8/8/2021  20:25:00,000","  2162200000"," -93,5","   5,9","-110,5"," -80,7","120",
"8/8/2021  20:25:00,000","  2162300000"," -93,7","   7,0","-121,8"," -79,9","120",
"8/8/2021  20:25:00,000","  2162400000"," -93,4","   6,1","-114,1"," -81,2","120",
"8/8/2021  20:25:00,000","  2162500000"," -93,4","   6,5","-122,2"," -81,1","120",
"8/8/2021  20:25:00,000","  2162600000"," -93,0","   6,0","-113,1"," -82,3","120",
"8/8/2021  20:25:00,000","  2162700000"," -93,1","   6,7","-121,2"," -82,5","120",
"8/8/2021  20:25:00,000","  2162800000"," -94,2","   7,1","-120,8"," -81,9","120",
"8/8/2021  20:25:00,000","  2162900000"," -92,9","   5,9","-112,1"," -80,0","120",
"8/8/2021  20:25:00,000","  2163000000"," -92,4","   6,0","-116,9"," -80,0","120",
"8/8/2021  20:25:00,000","  2163100000"," -92,2","   6,4","-115,9"," -78,6","120",
"8/8/2021  20:25:00,000","  2163200000"," -91,7","   5,9","-112,9"," -77,9","120",
"8/8/2021  20:25:00,000","  2163300000"," -92,3","   6,1","-115,1"," -77,6","120",
"8/8/2021  20:25:00,000","  2163400000"," -92,3","   6,4","-114,0"," -79,6","120",
"8/8/2021  20:25:00,000","  2163500000"," -92,2","   6,6","-118,6"," -79,3","120",
"8/8/2021  20:25:00,000","  2163600000"," -92,2","   6,7","-123,3"," -80,0","120",
"8/8/2021  20:25:00,000","  2163700000"," -92,4","   5,5","-108,6"," -80,4","120",
"8/8/2021  20:25:00,000","  2163800000"," -92,3","   5,8","-109,6"," -81,7","120",
"8/8/2021  20:25:00,000","  2163900000"," -92,4","   6,2","-113,9"," -80,9","120",
"8/8/2021  20:25:00,000","  2164000000"," -93,7","   6,6","-120,4"," -80,0","120",
"8/8/2021  20:25:00,000","  2164100000"," -95,4","   6,8","-123,4"," -83,7","120",
"8/8/2021  20:25:00,000","  2164200000"," -97,3","   6,7","-116,7"," -84,6","120",
"8/8/2021  20:25:00,000","  2164300000"," -99,8","   6,7","-127,7"," -86,9","120",
"8/8/2021  20:25:00,000","  2164400000","-102,7","   5,7","-131,1"," -90,0","120",
"8/8/2021  20:25:00,000","  2164500000","-107,3","   5,6","-124,4"," -96,1","120",
"8/8/2021  20:25:00,000","  2164600000","-109,0","   5,3","-134,8"," -99,0","120",
"8/8/2021  20:25:00,000","  2164700000","-108,8","   5,3","-133,8"," -99,0","120",
"8/8/2021  20:25:00,000","  2164800000","-108,8","   5,9","-125,5"," -95,9","120",
"8/8/2021  20:25:00,000","  2164900000","-108,7","   5,0","-130,3"," -96,8","120",
"8/8/2021  20:25:00,000","  2165000000","-110,4","   4,9","-124,9","-100,3","120",
"8/8/2021  20:25:00,000","  2165100000","-109,9","   5,3","-131,7"," -99,4","120",
"8/8/2021  20:25:00,000","  2165200000","-108,8","   6,7","-132,0"," -96,9","120",
"8/8/2021  20:25:00,000","  2165300000","-106,6","   5,8","-127,9"," -94,7","120",
"8/8/2021  20:25:00,000","  2165400000","-107,2","   6,1","-131,2"," -96,3","120",
"8/8/2021  20:25:00,000","  2165500000","-108,5","   5,1","-121,2"," -96,4","120",
"8/8/2021  20:25:00,000","  2165600000","-109,6","   6,2","-129,2"," -97,7","120",
"8/8/2021  20:25:00,000","  2165700000","-108,5","   7,0","-142,7"," -96,4","120",
"8/8/2021  20:25:00,000","  2165800000","-106,6","   5,3","-123,9"," -95,6","120",
"8/8/2021  20:25:00,000","  2165900000","-106,2","   5,3","-123,5"," -95,5","120",
"8/8/2021  20:25:00,000","  2166000000","-107,6","   5,4","-125,8"," -99,1","120",
"8/8/2021  20:25:00,000","  2166100000","-110,0","   5,4","-131,5","-101,2","120",
"8/8/2021  20:25:00,000","  2166200000","-109,3","   5,3","-132,8"," -98,5","120",
"8/8/2021  20:25:00,000","  2166300000","-107,4","   6,5","-131,7"," -93,9","120",
"8/8/2021  20:25:00,000","  2166400000","-106,3","   6,5","-133,3"," -93,0","120",
"8/8/2021  20:25:00,000","  2166500000","-107,1","   6,3","-130,2"," -93,7","120",
"8/8/2021  20:25:00,000","  2166600000","-107,6","   5,2","-128,0"," -96,2","120",
"8/8/2021  20:25:00,000","  2166700000","-108,4","   4,8","-119,8"," -98,5","120",
"8/8/2021  20:25:00,000","  2166800000","-108,1","   5,8","-128,6"," -96,8","120",
"8/8/2021  20:25:00,000","  2166900000","-107,0","   6,3","-126,6"," -95,3","120",
"8/8/2021  20:25:00,000","  2167000000","-107,0","   5,9","-122,7"," -95,5","120",
"8/8/2021  20:25:00,000","  2167100000","-108,0","   5,8","-125,6"," -96,2","120",
"8/8/2021  20:25:00,000","  2167200000","-109,1","   5,0","-126,5","-100,2","120",
"8/8/2021  20:25:00,000","  2167300000","-109,0","   5,0","-126,6"," -98,9","120",
"8/8/2021  20:25:00,000","  2167400000","-108,8","   5,6","-125,2"," -97,3","120",
"8/8/2021  20:25:00,000","  2167500000","-108,2","   5,5","-121,8"," -97,3","120",
"8/8/2021  20:25:00,000","  2167600000","-108,3","   5,0","-126,7","-100,2","120",
"8/8/2021  20:25:00,000","  2167700000","-110,3","   5,9","-133,8"," -98,3","120",
"8/8/2021  20:25:00,000","  2167800000","-110,9","   5,5","-129,9","-100,0","120",
"8/8/2021  20:25:00,000","  2167900000","-109,7","   4,8","-122,7"," -98,9","120",
"8/8/2021  20:25:00,000","  2168000000","-109,9","   4,8","-123,7"," -96,6","120",
"8/8/2021  20:25:00,000","  2168100000","-110,6","   5,7","-130,0"," -99,2","120",
"8/8/2021  20:25:00,000","  2168200000","-110,7","   5,9","-135,8","-101,6","120",
"8/8/2021  20:25:00,000","  2168300000","-110,1","   5,4","-139,8","-101,5","120",
"8/8/2021  20:25:00,000","  2168400000","-110,1","   5,8","-132,1","-101,5","120",
"8/8/2021  20:25:00,000","  2168500000","-110,7","   5,4","-132,9","-100,8","120",
"8/8/2021  20:25:00,000","  2168600000","-112,2","   5,7","-128,5","-102,8","120",
"8/8/2021  20:25:00,000","  2168700000","-113,0","   6,7","-137,7","-101,9","120",
"8/8/2021  20:25:00,000","  2168800000","-111,7","   5,7","-133,9","-100,5","120",
"8/8/2021  20:25:00,000","  2168900000","-112,1","   5,7","-134,2","-102,0","120",
"8/8/2021  20:25:00,000","  2169000000","-112,8","   5,2","-129,7","-103,3","120",
"8/8/2021  20:25:00,000","  2169100000","-113,3","   5,7","-132,3","-105,2","120",
"8/8/2021  20:25:00,000","  2169200000","-112,9","   5,5","-132,0","-103,2","120",
"8/8/2021  20:25:00,000","  2169300000","-112,4","   5,0","-135,2","-103,7","120",
"8/8/2021  20:25:00,000","  2169400000","-112,7","   5,8","-136,2","-103,9","120",
"8/8/2021  20:25:00,000","  2169500000","-112,2","   5,0","-130,8","-104,3","120",
"8/8/2021  20:25:00,000","  2169600000","-113,0","   6,3","-136,9","-103,7","120",
"8/8/2021  20:25:00,000","  2169700000","-112,9","   5,3","-131,9","-103,4","120",
"8/8/2021  20:25:00,000","  2169800000","-112,5","   4,4","-127,4","-105,3","120",
